confidence,model_name,n,r2,intercept_coef,intercept_p,is_mis_coef,is_mis_p,ctx_len_tokens_coef,ctx_len_tokens_p,ctx_entity_count_coef,ctx_entity_count_p
conf_ptrue,/data/home/yixh/models/Qwen2.5-7B-Instruct,3000,0.024931636511134392,0.8565802040571309,1.8681683269231685e-278,0.08571860522803475,1.8021406095495547e-10,9.36391617360735e-05,0.70320654433277,-0.00014450670516898633,0.9182143455506233
conf_verbalized,/data/home/yixh/models/Qwen2.5-7B-Instruct,3000,0.03853095890518121,0.8743364471499034,0.0,0.0715915508554085,3.3780004348716206e-11,0.0002098632594979363,0.3108470056656145,-0.0011609160306757368,0.37117422818198265
conf_seqlik,/data/home/yixh/models/Qwen2.5-7B-Instruct,3000,0.021169856175226154,0.964482738322587,0.0,0.021580462929514953,4.6958216087848174e-11,-7.479169431829307e-05,0.16937115362048172,0.0005315468525878657,0.18765596615251146
