estimator,conditions,coding,beta_topicality,beta_answer_support,beta_veracity,sigma2_P,sigma2_topicality,sigma2_answer_support,sigma2_veracity,sigma2_PE,sigma2_eps,rho_P,rho_topicality,rho_answer_support,rho_veracity,rho_PE,rho_eps,mixedlm_converged,confidence
REML MixedLM staged,"['irr', 'same_entity_irr', 'sup', 'mis']","{'topicality': {'irr': -0.75, 'same_entity_irr': 0.25, 'sup': 0.25, 'mis': 0.25}, 'answer_support': {'irr': 0.0, 'same_entity_irr': -0.6666666666666666, 'sup': 0.3333333333333333, 'mis': 0.3333333333333333}, 'veracity': {'irr': 0.0, 'same_entity_irr': 0.0, 'sup': 0.5, 'mis': -0.5}}",12.640886120129094,9.053546316731083,-1.522516184135006,1.5943860692061642,29.961000356638568,13.66111681819916,0.2897569413691274,24.91409103536568,2.3661170849769433,0.021904979130304734,0.4116287141557792,0.18768758996263732,0.003980917718825694,0.34229014836533267,0.03250765066712052,True,conf_ptrue
REML MixedLM staged,"['irr', 'same_entity_irr', 'sup', 'mis']","{'topicality': {'irr': -0.75, 'same_entity_irr': 0.25, 'sup': 0.25, 'mis': 0.25}, 'answer_support': {'irr': 0.0, 'same_entity_irr': -0.6666666666666666, 'sup': 0.3333333333333333, 'mis': 0.3333333333333333}, 'veracity': {'irr': 0.0, 'same_entity_irr': 0.0, 'sup': 0.5, 'mis': -0.5}}",11.78866635881151,6.866527701392792,-0.8733994733730587,0.8773121396170499,26.05737272238266,7.858200445665762,0.09535333001104203,19.096017595062616,2.6276359239393896,0.015496958433910128,0.46028090087973966,0.13880829886267507,0.0016843339160461741,0.33731459712056017,0.04641491078706873,True,conf_verbalized
REML MixedLM staged,"['irr', 'same_entity_irr', 'sup', 'mis']","{'topicality': {'irr': -0.75, 'same_entity_irr': 0.25, 'sup': 0.25, 'mis': 0.25}, 'answer_support': {'irr': 0.0, 'same_entity_irr': -0.6666666666666666, 'sup': 0.3333333333333333, 'mis': 0.3333333333333333}, 'veracity': {'irr': 0.0, 'same_entity_irr': 0.0, 'sup': 0.5, 'mis': -0.5}}",3.379680956841623,4.504354593663177,-1.008208068554732,0.32704612622035995,2.141670631882107,3.381535050909093,0.12706043868735792,5.410173180932178,0.09868218889678843,0.028473041410373275,0.18645650169808764,0.29440063592219157,0.01106203939540842,0.47101638780512467,0.008591393768814543,True,conf_seqlik
