model_name,condition,acc,conf,abstain_rate,delta_acc,delta_conf,FG,n_questions
/data/home/yixh/models/Qwen2.5-7B-Instruct,closed,0.09826666666666667,0.4720184269340501,0.0028,0.0,0.0,0.0,1500
/data/home/yixh/models/Qwen2.5-7B-Instruct,mis,0.004533333333333333,0.9503861370579446,0.01813333333333333,-0.09373333333333334,0.47836771012389456,0.5721010434572279,1500
/data/home/yixh/models/Qwen2.5-7B-Instruct,sup,0.6853333333333333,0.8629317651508509,0.0005333333333333334,0.5870666666666667,0.39091333821680085,-0.19615332844986583,1500
