source_confidence,method,ece,nll,brier,mean_conf,acc,n_samples,n_questions,FG_mis,delta_acc_mis,delta_conf_mis,rho_topicality,rho_answer_support,rho_veracity,rho_P,rho_PE,rho_eps,beta_topicality,beta_answer_support,beta_veracity
conf_ptrue,identity,0.5492233572822786,6.261118410188955,0.5464270452959239,0.6906265581711394,0.20597333333333334,18750,750,0.5863677042033252,-0.13306666666666667,0.4533010375366585,9.264081818907137e-05,0.053364408755737405,0.0012610664718818254,0.24617448390822455,0.611207098584849,0.08790030146111812,-0.15616586461955423,3.9754567341051548,0.7056665608107437
conf_ptrue,temperature_scaling,0.31594841471958723,0.7104507639849158,0.2586077225864794,0.5219217480529205,0.20597333333333334,18750,750,0.18843953043797534,-0.13306666666666667,0.055372863771308685,0.0007614146672030902,0.061831856209105966,0.001429298067028918,0.24827935576111693,0.6080612361163366,0.07963683917920858,0.011711549509030401,0.11194021658347385,0.019652181758711838
conf_ptrue,platt_logistic,0.014786753858592475,0.4912181251960764,0.15802043618946446,0.1997542726148221,0.20597333333333334,18750,750,0.20399754014091687,-0.13306666666666667,0.07093087347425023,0.0007614146672030699,0.06183185620910559,0.0014292980670289194,0.24827935576111668,0.6080612361163364,0.07963683917920938,0.026013241504388315,0.24863728627831652,0.04365066721387548
conf_ptrue,isotonic_relabel,0.006753653719361206,0.4814002580391828,0.1547205468359047,0.19921967961397216,0.20597333333333334,18750,750,0.23626177236758522,-0.13306666666666667,0.10319510570091851,0.057807882274109004,0.08916751357997256,0.0007928175771283102,0.21327606974986887,0.5419416854729731,0.09701403134594797,0.3204629932158883,0.42214723050548336,0.045963873368600285
conf_ptrue,condition_oracle_logistic,0.02124909564515184,0.3384614685523839,0.10327764761947619,0.2011188524424432,0.20597333333333334,18750,750,0.002741884767747197,-0.13306666666666667,-0.13032478189891947,0.08372046756435464,0.012618374562671118,0.8738335429029142,0.007912136321809296,0.019377621540106353,0.0025378571081445646,1.3836434053527393,-0.5697526103313205,5.474801029151121
conf_ptrue,staged_oracle_logistic,0.016458643386432503,0.341909023640653,0.10471071446769438,0.20090706778876788,0.20597333333333334,18750,750,0.05499994192177243,-0.13306666666666667,-0.07806672474489423,0.12258730404413291,0.002122749704997983,0.8511099981411568,0.006414024248682061,0.015708593657244332,0.002057330203785859,1.4369714106999592,-0.2005631013000532,4.63728573226021
conf_ptrue,condition_only_oracle,0.007029370839082122,0.3474135517197789,0.10767239008345324,0.20108856182704674,0.20597333333333334,18750,750,0.003560850794211659,-0.13306666666666667,-0.129505815872455,0.08472552489338374,0.0152414808401438,0.9000329942664724,0.0,3.013060882788087e-29,0.0,1.3558270717591039,-0.6099398528320773,5.412177256929398
conf_verbalized,identity,0.52314030016,3.687890812811023,0.47617424394716656,0.7263405943466666,0.20597333333333334,18750,750,0.36514865360000015,-0.13306666666666667,0.23208198693333343,0.3470324901700033,0.11422763762307715,0.0004299206937508161,0.10661816156133198,0.3180889025082023,0.11360288744363428,9.037910058857097,5.499773519192165,-0.38960341172441165
conf_verbalized,temperature_scaling,0.30999274183531106,0.6921371974724987,0.24950297908419025,0.5159660751686445,0.20597333333333334,18750,750,0.1734745487592973,-0.13306666666666667,0.04040788209263061,0.336745714093274,0.12203676923456477,0.0003906469259853806,0.10872496386390762,0.32320460056658584,0.10889730531568242,0.24548368870978993,0.15674482600565243,-0.010240223537803654
conf_verbalized,platt_logistic,0.01983409390175431,0.43533774544645215,0.1415742378330205,0.1995082784539837,0.20597333333333334,18750,750,0.3167031140009035,-0.13306666666666667,0.18363644733423684,0.3367457140932757,0.12203676923455758,0.00039064692598538524,0.10872496386390818,0.3232046005665889,0.10889730531568419,1.629246826681968,1.0402972666360046,-0.06796317829167156
