model_name,condition,acc,conf,abstain_rate,delta_acc,delta_conf,FG,n_questions
/data/home/yixh/models/Qwen2.5-7B-Instruct,closed,0.0893970893970894,0.479395506685133,0.002702702702702703,0.0,0.0,0.0,1443
/data/home/yixh/models/Qwen2.5-7B-Instruct,mis,0.003465003465003465,0.9541259268706545,0.018364518364518363,-0.08593208593208593,0.4747304201855215,0.5606625061176074,1443
/data/home/yixh/models/Qwen2.5-7B-Instruct,sup,0.6778239778239779,0.8661409175306215,0.0005544005544005545,0.5884268884268884,0.38674541084548847,-0.20168147758139993,1443
