model_name,condition,acc,conf,abstain_rate,delta_acc,delta_conf,FG,n_questions,confidence
/data/home/yixh/models/Qwen2.5-14B-Instruct,closed,0.13946666666666666,0.3556166055607254,0.0013333333333333333,0.0,0.0,0.0,1500,conf_ptrue
/data/home/yixh/models/Qwen2.5-14B-Instruct,irr,0.04053333333333333,0.8007274302636102,0.003066666666666667,-0.09893333333333333,0.4451108247028847,0.5440441580362181,1500,conf_ptrue
/data/home/yixh/models/Qwen2.5-14B-Instruct,mis,0.0076,0.8297720455248074,0.021866666666666666,-0.1318666666666667,0.4741554399640821,0.6060221066307487,1500,conf_ptrue
/data/home/yixh/models/Qwen2.5-14B-Instruct,same_entity_irr,0.17653333333333335,0.6299546697729607,0.07106666666666667,0.037066666666666664,0.2743380642122353,0.23727139754556864,1500,conf_ptrue
/data/home/yixh/models/Qwen2.5-14B-Instruct,sup,0.6534666666666668,0.8553074568707971,0.015466666666666667,0.514,0.4996908513100717,-0.014309148689928367,1500,conf_ptrue
/data/home/yixh/models/Qwen2.5-14B-Instruct,closed,0.13946666666666666,0.717416,0.0013333333333333333,0.0,0.0,0.0,1500,conf_verbalized
/data/home/yixh/models/Qwen2.5-14B-Instruct,irr,0.04053333333333333,0.31706666666666666,0.003066666666666667,-0.09893333333333333,-0.40034933333333333,-0.30141599999999996,1500,conf_verbalized
/data/home/yixh/models/Qwen2.5-14B-Instruct,mis,0.0076,0.9504266666666668,0.021866666666666666,-0.1318666666666667,0.23301066666666667,0.36487733333333333,1500,conf_verbalized
/data/home/yixh/models/Qwen2.5-14B-Instruct,same_entity_irr,0.17653333333333335,0.72656,0.07106666666666667,0.037066666666666664,0.009143999999999998,-0.02792266666666667,1500,conf_verbalized
/data/home/yixh/models/Qwen2.5-14B-Instruct,sup,0.6534666666666668,0.9220066666666666,0.015466666666666667,0.514,0.20459066666666667,-0.3094093333333333,1500,conf_verbalized
/data/home/yixh/models/Qwen2.5-14B-Instruct,closed,0.13946666666666666,0.7217971260969145,0.0013333333333333333,0.0,0.0,0.0,1500,conf_seqlik
/data/home/yixh/models/Qwen2.5-14B-Instruct,irr,0.04053333333333333,0.8312743542036707,0.003066666666666667,-0.09893333333333333,0.10947722810675622,0.20841056144008954,1500,conf_seqlik
/data/home/yixh/models/Qwen2.5-14B-Instruct,mis,0.0076,0.9782099836551665,0.021866666666666666,-0.1318666666666667,0.256412857558252,0.3882795242249187,1500,conf_seqlik
/data/home/yixh/models/Qwen2.5-14B-Instruct,same_entity_irr,0.17653333333333335,0.8404608922482487,0.07106666666666667,0.037066666666666664,0.11866376615133423,0.08159709948466756,1500,conf_seqlik
/data/home/yixh/models/Qwen2.5-14B-Instruct,sup,0.6534666666666668,0.9587311953877768,0.015466666666666667,0.514,0.23693406929086233,-0.27706593070913765,1500,conf_seqlik
