source_confidence,method,ece,nll,brier,mean_conf,acc,n_samples,n_questions,FG_mis,delta_acc_mis,delta_conf_mis,rho_topicality,rho_answer_support,rho_veracity,rho_P,rho_PE,rho_eps,beta_topicality,beta_answer_support,beta_veracity
conf_ptrue,identity,0.3948546065669064,4.284316127187131,0.38760173474860804,0.5437011598597575,0.18773333333333334,18750,750,0.5650683257268342,-0.09733333333333333,0.46773499239350086,0.4092154837457043,0.1984556336976178,0.0038196408813601416,0.10242028475767298,0.26110125914548077,0.02498769777216401,12.602156935177735,9.308438458784373,-1.4911651683185851
conf_ptrue,temperature_scaling,0.32222046936310333,0.6694609273441747,0.2382796287650867,0.5099538026964365,0.18773333333333334,18750,750,0.20714674110238807,-0.09733333333333333,0.10981340776905472,0.4238879642387814,0.20537818913347566,0.0032340251739346754,0.0976383783462573,0.2474670327062141,0.022394410401336804,0.6382673963813795,0.47122740455958756,-0.06828014669116665
conf_ptrue,platt_logistic,0.017620497189765258,0.40933904321305936,0.1310331746501056,0.18548146711811153,0.18773333333333334,18750,750,0.27563871310020815,-0.09733333333333333,0.17830537976687486,0.42388796423877745,0.20537818913347697,0.00323402517393473,0.09763837834625824,0.2474670327062158,0.022394410401336922,1.8803587460999958,1.388252911850408,-0.20115577224159342
conf_ptrue,isotonic_relabel,0.001886590322782834,0.40493436459763527,0.12965090606780635,0.18594745657167663,0.18773333333333334,18750,750,0.2996932620892553,-0.09733333333333333,0.202359928755922,0.4024791014329512,0.22805929459043509,0.00218578523479383,0.09737580122776561,0.2530892677795419,0.01681074973451254,1.8138660100050759,1.4482171456325155,-0.16371290269190814
conf_ptrue,condition_oracle_logistic,0.018679061993641725,0.2608731459378096,0.07876603254906621,0.18648717500046236,0.18773333333333334,18750,750,0.005360057577203041,-0.09733333333333333,-0.0919732757561303,0.14516314273060743,3.420438901324254e-05,0.7744324117602701,0.021352989993905235,0.05411971360746976,0.00489753751873413,2.0924492738018756,-0.034067788093694186,5.919215443492768
conf_ptrue,staged_oracle_logistic,0.01798427805076889,0.26168983935447493,0.07894538549741648,0.18628882543043168,0.18773333333333334,18750,750,0.027393599944294276,-0.09733333333333333,-0.06993973338903905,0.16510218846792368,0.0017473490404175014,0.7398773019356336,0.024781073644861814,0.06280828160029762,0.005683805310865864,2.067343527240185,0.22558090144243814,5.359962056258622
conf_ptrue,condition_only_oracle,0.010907802381129874,0.29082652505135936,0.08729176158247728,0.1880421868743968,0.18773333333333334,18750,750,0.008289877267148126,-0.09733333333333333,-0.0890434560661852,0.15312131065774895,0.005198900746311826,0.8416797885959392,0.0,1.873604389329479e-26,0.0,2.032564885098052,-0.39724516851156205,5.836408459033317
conf_verbalized,identity,0.4834597150933333,3.208015806338518,0.44306578634721816,0.6572202376533334,0.18773333333333334,18750,750,0.25904469173333344,-0.09733333333333333,0.16171135840000006,0.4700693394152142,0.14512019701108902,0.0013597610870710712,0.0998395669144006,0.24749841228693556,0.03611272328528936,11.886905651797903,7.0053210579833864,-0.7830054537682707
conf_verbalized,temperature_scaling,0.3237193456773559,0.6711930170450423,0.23929933105222947,0.5114526790106894,0.18773333333333334,18750,750,0.17732694084304323,-0.09733333333333333,0.07999360750970991,0.4563183241304935,0.14838432891940612,0.0008724061605936738,0.1032536459797121,0.2557351785287836,0.03543611628101108,0.701097648640812,0.4240478209200809,-0.037544778589690825
conf_verbalized,platt_logistic,0.00427816026233912,0.4085201720956896,0.130397633650299,0.18450878390453057,0.18773333333333334,18750,750,0.2685165767993237,-0.09733333333333333,0.1711832434659904,0.4563183241304894,0.1483843289194073,0.0008724061605936322,0.10325364597971277,0.2557351785287863,0.03543611628101067,2.1790705290931385,1.3179763350861307,-0.11669233337856368
